Year,Month,Variable,US,Canada,Venezuela,Colombia,Argentina,Brazil,Panama_Chile,So_Central_America,Netherlands,Germany,United_Kingdom,Switzerland,Rest_Europe,Caribbean_General,Trinidad_Tobago,Netherlands_Antilles,Rest_world,Italy,Peru,Suriname ,Ecuador,Dominican_Republic,Scandinavia,Japan,Total
2011,10,N,289943,15867,49495,12282,8159,14206,1746,2300,40614,3649,15853,995,13587,2270,546,12481,2791,2006,1071,2405,1809,2768,,118,496961
2011,11,N,293782,25636,45395,12301,7872,9273,919,1887,36518,4459,2341,985,20163,1273,591,8394,3176,3382,648,2705,1499,1965,,15,485179
2011,12,N,339447,50411,122535,33680,5643,15801,584,4988,42039,3460,3343,943,22468,2994,656,12607,3964,4537,2059,3489,1576,4328,,37,681589
2012,1,A,44665,5345,7198,1360,1598,2189,139,309,3613,269,175,58,2041,67,67,1533,228,335,32,232,53,121,,12,71639
2012,2,A,46976,5544,6972,761,1119,1943,311,314,3588,246,182,72,1647,58,324,1451,193,211,39,214,77,101,,38,72381
2012,3,A,52768,6611,8543,1258,709,1283,114,376,3204,465,177,75,1631,98,83,2178,333,161,43,325,120,70,,5,80630
2012,4,A,48899,3602,12748,1245,861,1425,157,386,3320,356,218,122,994,69,221,2178,194,138,54,557,127,103,,10,77984
2012,5,A,43330,2212,6580,959,946,1215,301,295,2985,322,1790,79,622,100,119,2842,190,135,69,478,135,81,,7,65792
2012,6,A,45350,1969,9004,2316,944,1484,275,534,2959,245,2439,69,729,242,394,2727,263,245,49,435,77,161,,5,72915
2012,7,A,47994,2663,10800,1565,1465,2360,518,490,3903,370,2127,221,1079,117,177,3176,281,414,343,262,196,127,,18,80666
2012,8,A,43483,2509,20638,1449,1185,1303,187,585,3431,415,2389,74,932,185,176,1829,739,937,82,415,388,122,,24,83477
2012,9,A,33833,2333,16338,1245,1133,2351,451,388,3325,332,2401,100,932,127,85,2201,220,577,67,888,70,132,,9,69538
2012,10,A,36917,2689,9934,1748,1192,1515,283,505,3433,330,1339,111,1388,108,61,2646,280,309,68,516,123,128,,6,65629
2012,11,A,41600,3714,12226,1925,1075,1920,258,549,3186,429,252,101,1975,110,66,2208,457,244,100,483,177,147,,10,73212
2012,12,A,45135,6696,22220,2296,638,2082,169,656,3026,275,223,113,2703,96,44,2392,325,257,61,312,116,204,,32,90071
2012,1,N,385687,50766,49223,12375,13834,14311,963,2159,47484,2830,2053,693,24468,1467,848,7621,2386,3413,695,1883,704,3183,,33,629079
2012,2,N,366678,48533,41094,10032,9585,12152,2357,1873,41631,2419,1573,699,18355,1089,1379,7516,1929,1941,601,1982,1168,1843,,84,576513
2012,3,N,375847,54418,56739,10312,5519,6866,774,2247,34781,4082,1649,677,19449,2251,457,9290,3701,1515,482,2493,1734,1713,,7,597003
2012,4,N,337213,28625,70243,12091,6862,8787,1145,2371,36285,3493,2033,964,8859,1148,1037,10832,1807,1255,587,4096,1407,2255,,42,543437
2012,5,N,292121,16825,37629,9145,8438,7701,2236,2085,34165,3454,21769,826,6151,1634,1054,13079,1894,1252,907,3162,1025,1336,,37,467925
2012,6,N,327580,14977,46908,20564,8286,9411,1836,3489,39215,2456,28421,634,7819,1978,1985,13592,2873,2410,404,2656,681,2818,,6,540999
2012,7,N,366952,23542,73550,14898,14309,15908,4033,3797,53170,4500,25819,2495,11554,1601,1503,21478,3143,3836,2964,2704,1802,3295,,45,656898
2012,8,N,300085,21071,158311,12164,10301,8331,1235,3571,41608,4544,29996,544,9220,2455,1044,9230,7871,8164,713,4407,2339,2210,,81,639495
2012,9,N,238024,18628,102994,9771,9586,14471,3478,2461,37449,3349,28504,936,8583,1585,939,9791,2511,3932,734,6447,593,3162,,56,507984
2012,10,N,274401,21309,53095,13300,10042,9299,1931,3042,38367,3135,14923,1060,13187,1539,366,14036,2640,2321,680,3594,1380,2820,,34,486501
2012,11,N,303095,31103,57824,15660,9231,11415,1673,3694,35971,4269,2481,1011,21297,1706,396,9135,3651,1823,1019,3314,1282,2838,,18,523906
2012,12,N,347658,60487,155935,32341,5991,14908,1250,5024,42755,2958,2350,1211,33721,1663,371,14058,2714,2718,1021,2820,787,4465,,197,737403
2013,1,A,45506,5208,9436,1409,2168,2258,371,393,3159,250,188,90,2797,84,35,1287,257,290,46,329,56,126,,8,75751
2013,2,A,45674,5505,9419,662,1347,1779,697,357,3056,195,195,110,2314,88,74,1536,176,206,41,381,95,133,,9,74049
2013,3,A,56290,6117,13319,1643,1155,907,264,472,2760,371,265,89,2212,123,57,2242,362,173,62,705,101,141,,14,89844
2013,4,A,48495,4126,9976,876,1089,1544,334,398,3336,315,262,136,1056,94,34,2267,440,182,56,704,128,157,,16,76021
2013,5,A,45865,2168,9027,1746,1049,1639,400,548,3271,284,1526,121,702,107,338,2485,252,162,158,647,115,134,,2,72746
2013,6,A,49344,1991,10401,2490,1194,1579,370,454,2930,258,1246,79,927,86,75,2244,269,302,100,425,50,114,,36,76964
2013,7,A,52263,2534,13061,1583,1643,2591,847,633,3763,222,1234,188,1235,187,203,3704,356,524,350,285,101,181,,6,87694
2013,8,A,47363,2581,21963,1527,1321,1842,337,567,3135,352,1646,87,1057,121,116,1896,269,1283,77,460,118,156,,15,88289
2013,9,A,33766,2473,20247,1169,1404,2499,815,486,2801,356,1330,133,825,79,59,1926,269,848,56,844,102,130,,14,72631
2013,10,A,39044,2208,18471,1802,1312,2056,427,724,3255,395,849,132,1606,139,62,2539,288,426,120,564,80,171,,11,76681
2013,11,A,46118,3545,22879,1542,1130,1905,361,579,3365,529,270,116,1991,78,81,2350,336,280,45,526,153,106,,11,88296
2013,12,A,46568,5882,29821,3036,762,2694,282,732,2957,314,304,128,2923,83,59,2206,365,336,102,383,173,136,,44,100290
2013,1,N,380489,51114,51134,11670,18962,15569,2828,2711,44892,3003,2058,1151,32066,1049,184,5281,1613,2310,624,2149,657,1918,,40,633472
2013,2,N,351531,47879,46801,5755,11554,11095,5285,2015,37554,1882,1794,892,26005,1080,390,6384,1388,2036,574,2516,726,2065,,31,567232
2013,3,N,398187,49552,76353,13459,8924,5449,1914,3086,34232,3533,2621,851,23487,1317,337,9205,2463,1435,693,4748,1116,1942,,52,644956
2013,4,N,330237,31620,46969,8749,9346,10028,2383,2316,38201,2877,2367,1276,8371,1419,115,10046,2881,1546,673,4063,895,2633,,66,519077
2013,5,N,307646,17155,44080,11888,8663,9939,2816,3045,37621,2560,18181,992,6846,1437,1341,10376,2183,1332,961,3932,642,1905,,2,495543
2013,6,N,343450,15212,49004,21996,9950,10619,2833,3066,39780,2458,14947,685,10228,1232,337,10148,2146,2581,573,2833,427,1971,,203,546679
2013,7,N,366720,20877,75449,15136,15871,18357,6582,5030,51506,2019,15701,1926,12767,2075,1465,22484,3113,4520,3208,2516,762,3157,,45,651286
2013,8,N,326519,20819,158275,11744,10860,11989,2649,3752,38398,3640,19995,770,10307,1891,903,9022,2365,10246,626,3631,933,2977,,86,652397
2013,9,N,236513,20272,118218,11403,11905,15742,6236,3448,32230,3332,16208,1206,7870,1109,336,9230,2070,5597,604,6210,686,2884,,67,513376
2013,10,N,280539,18194,86040,13238,10430,12943,3075,3613,36490,3890,9442,1246,15895,1652,320,10824,2279,2837,800,3855,708,2496,,73,520879
2013,11,N,331020,29482,112715,11887,9090,12558,2668,3326,37726,4578,2470,1327,21285,885,378,9304,2884,2090,480,3375,878,1702,,84,602192
2013,12,N,353049,54721,191799,34986,6329,19723,1925,5754,40184,3388,2909,1299,34228,1239,564,13534,2875,3289,1195,3203,1049,2114,,326,779682
2014,1,A,47969,5220,12048,1940,1865,3101,515,550,3201,309,297,120,2931,49,58,1339,371,489,20,286,77,96,,36,82887
2014,2,A,47946,5325,10452,985,1253,1495,1102,456,3367,253,232,94,2580,86,54,2104,254,247,73,429,82,98,,12,78979
2014,3,A,54883,6103,8743,1093,903,1681,665,409,3082,302,241,96,1800,61,48,1698,280,267,107,432,122,89,,26,83131
2014,4,A,49077,2860,16705,2052,883,1836,425,563,2773,382,345,146,1219,473,310,2212,483,272,92,741,123,83,,24,84079
2014,5,A,48014,2292,12428,1806,1040,1598,676,636,3137,343,1371,108,721,99,97,2277,296,243,107,535,121,135,,7,78087
2014,6,A,49343,2075,15786,2871,615,1672,447,1153,2715,319,1427,89,940,88,54,1685,304,484,44,351,77,162,,7,82708
2014,7,A,54742,2265,19297,2081,1309,2535,915,1047,3358,333,1658,227,1132,155,119,2986,380,691,259,200,89,160,,14,95952
2014,8,A,48232,2492,32506,2180,1085,1979,713,1375,2918,436,1564,106,1218,102,126,1743,300,1725,108,712,249,132,,47,102048
2014,9,A,33431,2200,29493,1877,1162,2201,1104,736,3052,430,1785,213,1160,77,110,1816,283,1266,89,1767,125,96,,36,84509
2014,10,A,42509,2260,30009,2418,933,1904,835,721,3220,425,937,137,1459,70,48,2673,367,547,154,752,162,102,,7,92649
2014,11,A,50286,3911,26853,1919,895,1962,656,791,3360,520,302,203,1958,77,81,1958,259,364,87,555,100,90,,12,97199
2014,12,A,50368,6764,35273,2614,522,2769,552,895,2812,310,288,131,2464,82,54,2172,384,504,110,464,105,188,,29,109854
2014,1,N,398405,51015,65198,15829,17709,21101,3767,3704,47166,3120,2833,1496,32881,653,394,6199,2284,4675,368,2257,768,1549,,174,683545
2014,2,N,373311,49104,60301,9325,10805,9846,8822,3182,44357,2368,2191,1104,29179,1170,388,11889,1932,2611,1051,3931,654,1475,,67,629063
2014,3,N,386957,51205,48185,8538,7505,10607,4865,2488,37072,3271,2396,901,17423,775,193,8044,1565,2247,713,2748,952,1272,,118,600040
2014,4,N,335453,22535,98237,14704,7503,10778,3139,3490,33250,3632,2834,1384,9811,3453,1574,10580,3005,2315,790,5455,854,1319,,178,576273
2014,5,N,324030,19663,63596,13510,8974,10037,4716,3607,36110,3489,16143,1055,6869,859,504,9922,1791,1864,883,3331,826,1870,,24,533673
2014,6,N,338542,15875,84529,23145,5661,11495,3524,6159,33134,2755,16869,998,9387,1109,292,8241,2194,3635,473,2080,586,2352,,56,573091
2014,7,N,378774,18936,105046,17983,12345,18468,7105,6772,47470,3083,20292,2090,11099,1579,771,17607,2982,5530,2375,1549,842,2507,,60,685265
2014,8,N,327371,20524,209101,14781,9420,12962,5216,8266,36507,4460,18388,889,11341,832,840,8282,2248,13156,747,4478,1451,1697,,286,713243
2014,9,N,233098,17580,171111,13406,9873,14541,8362,4659,35400,4303,21100,2039,10566,970,508,8752,2428,8936,905,12371,715,1257,,499,583379
2014,10,N,303912,18147,157510,15551,7779,11936,6005,4358,35263,4256,10185,1309,14305,672,203,12477,2686,3730,1142,4679,1093,1398,,68,618664
2014,11,N,358577,33475,144182,12997,7341,13276,4504,4461,41465,5015,2628,1802,19883,815,345,8530,2176,2650,710,3540,793,1024,,49,670238
2014,12,N,378166,63651,212405,28541,5079,21035,4235,7350,38874,3120,2987,1334,28643,1109,412,13143,3280,4881,1297,3297,677,2771,,142,826429
2015,1,A,52698,6012,25018,1662,1894,3134,710,832,3313,307,319,135,2024,50,37,1320,449,406,56,354,68,83,,33,100914
2015,2,A,50737,5845,18779,1014,1032,2357,1395,693,2762,244,262,110,1828,64,57,1551,328,248,58,385,139,93,,10,89991
2015,3,A,58353,6157,25155,1899,959,1000,591,717,2735,443,249,117,1725,57,48,1901,369,260,83,445,99,133,,11,103506
2015,4,A,56888,3472,22203,1397,840,1509,732,786,2849,390,579,186,1057,89,120,2328,2681,246,133,820,162,119,,18,99604
2015,5,A,50569,2227,19158,1499,918,1357,880,816,3172,341,1372,134,792,230,127,2491,481,266,181,498,80,91,,11,87691
2015,6,A,51256,1677,19032,2431,790,1151,600,723,2449,306,1713,120,1035,82,92,2089,645,487,94,418,96,148,,13,87447
2015,7,A,60371,2236,25725,1692,1505,2347,1201,1024,3464,506,1529,223,1337,136,195,3313,613,808,389,326,119,179,,13,109251
2015,8,A,53539,2773,36728,1519,1524,1173,871,982,2816,610,1638,111,1198,81,205,1752,803,2158,84,601,155,142,,8,111471
2015,9,A,36930,2124,38704,1482,1722,1637,1005,735,3036,548,1929,156,1135,127,168,1693,1133,1405,90,1251,87,152,,14,97263
2015,10,A,46781,2437,40387,1630,1601,1337,696,838,3053,431,1441,172,1525,112,96,3447,1102,638,203,792,204,97,,4,109024
2015,11,A,49953,3484,39655,1343,1458,1181,600,997,3112,504,952,179,2423,107,112,1829,1170,289,132,619,87,112,,9,110307
2015,12,A,53352,5722,40374,3148,1152,1897,515,996,2871,289,320,133,2243,86,129,2358,1406,427,131,591,180,139,,7,118466
2015,1,N,439569,58545,110636,13556,18483,21695,5607,5113,47271,3085,3104,1428,21129,704,233,6985,3292,3450,601,2404,590,1279,,209,768968
2015,2,N,383976,52505,99311,8611,9675,14701,11008,4109,35071,2633,2701,1119,19811,786,243,8283,2347,2146,657,2815,979,1219,,74,664780
2015,3,N,401849,50633,144493,13466,8152,6022,4310,4477,32078,4150,2702,1129,18758,631,186,8712,2352,2255,665,3382,862,1624,,48,712936
2015,4,N,380397,26928,126602,9284,7103,9458,5343,4730,34677,3563,6160,1739,9019,873,662,12752,14992,2093,773,5612,981,1807,,139,665687
2015,5,N,350562,16987,107705,10609,7818,8651,6326,4618,37796,3120,16057,1260,6895,1672,1079,11570,3321,1893,1355,2998,504,1023,,31,603850
2015,6,N,346616,13132,98884,18958,7285,7356,4580,4700,32515,2992,20557,1110,11244,627,551,9104,5192,3402,639,2768,752,1383,,93,594440
2015,7,N,410182,18496,126676,15363,14538,17037,9222,6571,50787,4038,18574,2070,12275,1437,1076,19044,4725,6103,2928,2342,851,2617,,86,747038
2015,8,N,359903,22560,213387,11171,12777,7434,6510,5793,32601,5929,19453,1067,11400,1238,1338,8461,6235,16953,658,4992,1215,1751,,33,752859
2015,9,N,251002,16105,179229,10672,14352,10325,7704,4460,36241,5518,23073,1420,10410,1073,896,8524,15127,9591,626,7732,513,1577,,66,616236
2015,10,N,334902,20357,156281,11811,13269,8160,4799,4674,36523,4319,16958,1943,14457,935,419,14931,7956,4346,1366,4903,1282,1122,,10,665723
2015,11,N,352430,29349,153368,10282,11763,8111,4429,5370,36865,4741,10541,1552,25473,993,483,7385,8598,2804,995,3954,696,1109,,48,681339
2015,12,N,397109,52445,210019,44376,10924,13647,3593,7189,41411,2965,3477,1509,25151,1151,910,13189,12940,4424,1239,4698,1237,2120,,13,855736
2016,1,A,51105,5492,27925,2100,2596,1779,821,679,2909,327,316,150,2347,61,42,1314,2923,576,91,289,130,87,,13,104072
2016,2,A,52645,5962,21920,1395,1671,981,1344,601,2744,261,262,141,1773,73,107,1622,1481,291,90,452,273,83,,13,96185
2016,3,A,60844,5211,28041,2210,1240,536,591,916,2746,447,358,154,1603,103,110,2153,1184,188,130,865,198,159,,11,109998
2016,4,A,58464,3059,21648,1593,1424,844,845,770,3213,329,553,149,1036,78,78,2080,1241,206,345,595,156,104,,13,98823
2016,5,A,50512,2439,10761,2077,1246,790,1101,539,2750,307,3089,139,722,100,142,2196,770,251,253,515,124,135,,6,80964
2016,6,A,54531,1570,12052,3663,1362,933,1077,768,2550,286,2423,103,898,117,130,1977,804,563,195,402,148,132,,13,86697
2016,7,A,61391,2280,13956,2684,1781,1352,1134,957,3542,286,2420,251,1254,161,206,2730,1096,720,468,405,166,167,,11,99418
2016,8,A,50197,2313,22056,2491,1571,859,794,849,3088,460,3075,167,1094,179,314,2054,1228,1995,274,671,438,141,,11,96319
2016,9,A,38741,1891,17969,2107,1658,1234,1013,666,2947,501,2480,147,877,109,164,1514,444,1306,254,952,218,110,,21,77323
2016,10,A,45080,2540,9412,2303,1423,1084,859,662,3189,524,2194,183,1551,95,179,2849,511,656,398,462,223,110,,4,76491
2016,1,A,430631,55499,112008,22051,24697,11863,6875,4090,41409,2703,2430,1420,27048,719,144,7224,25661,4448,824,2127,763,1167,,83,785884
2016,2,A,400041,53288,91579,16156,15464,5929,11038,3334,33718,2909,2058,1358,18926,642,505,8703,14610,2797,762,2755,1731,925,,117,689345
2016,3,A,414927,43444,124532,20269,10457,2986,4206,5180,34151,4170,3543,1259,16303,1034,554,9930,16512,1500,930,5843,1389,1279,,60,724458
2016,4,A,393163,24046,93180,15025,11751,5123,6279,4075,37687,2940,5382,1368,9832,952,377,10160,14710,1667,1883,3797,1015,831,,37,645280
2016,5,A,329484,19041,58294,20398,10591,5041,8146,2851,32421,3188,37575,1342,6835,1222,726,9935,9741,1934,1940,3088,901,1041,,28,565763
2016,6,A,362704,11878,68186,34386,11514,5740,8002,4615,31541,3069,29285,1213,10001,987,663,8838,9760,3996,1549,2303,945,1224,,120,612519
2016,7,A,421613,19816,95951,25926,16586,9684,9069,6304,50459,3074,29355,2458,13184,2051,1364,16053,14700,5195,4027,2893,1429,1708,,74,752973
2016,8,A,333001,18953,175056,21412,13516,5896,5922,4887,36578,4226,37689,1460,10110,1647,1892,10950,17685,14874,1973,5835,2103,1636,,89,727390
2016,9,A,259102,16578,111350,17432,14390,8438,7937,3633,34852,4856,30311,1447,8190,1082,866,6866,3780,8302,1795,6606,1095,999,,85,549992
2016,10,A,325169,20942,48098,16978,11748,6939,6189,3534,35977,5273,25988,2004,15282,1072,944,14060,4511,4397,2558,3039,1311,952,,20,556985
